ID,DUR_Aulaweb,DUR_Blank,DUR_Deeds,DUR_Diagram,DUR_FSM,DUR_Other,DUR_Properties,DUR_Study,DUR_TextEditor,KS_Aulaweb,KS_Blank,KS_Deeds
1,-0.2060256192444793,-0.18736448039455536,0.40296338737954535,-0.03519671013073604,-0.5447225823283747,-0.25919232487032834,0.16462456635681244,-0.6534972915174535,-0.1645996420626112,0.07221500745004618,-0.14123197554527833,-0.2685979319834287
2,0.0987905514689125,-0.21008436244197248,-0.3586468667361641,-0.3504788032559694,-0.5201922799023819,-0.2062157025574055,-0.6074137429670395,0.7308162496318742,-0.23525719173211934,-0.2744170283101754,-0.14123197554527833,-0.33780721507118333
4,-0.206706431976947,0.13405380906320913,-0.3980275743495135,-0.17190197082345784,-0.3598484140239005,-0.25997053055634545,-0.3882465405465954,-0.7355130862685209,-0.22295465166938935,0.6788210700304339,-0.14123197554527833,-0.19938864889567406
5,-0.20713765181374078,-0.21016506105738839,-0.37455572064590065,1.1653460438259189,-0.37177384237059524,-0.25204429528687355,-0.53927339841709,-0.7470552688844475,-0.13956695081926462,-0.2744170283101754,-0.12574439598156634,-0.33780721507118333
6,-0.2061601096699276,-0.12965116262429818,-0.29120631831040167,-0.3469470387052869,-0.6064446820146503,0.7149860753681755,0.21441436930368402,-0.13423788785936294,-0.2006610778995309,-0.2744170283101754,0.2149823544200973,-0.6146443474222018
7,-0.13615207728944553,-0.20356409841967246,0.08825891889797106,-0.05246889879183398,0.30290612091879865,-0.23304532926857155,-0.17341506797764555,-0.014925600593826503,-0.2276742363756782,-0.2744170283101754,-0.14123197554527833,-0.4070164981589379
9,-0.20710831762126625,-0.06257557811042848,-0.10363076500921248,-0.13388801682132292,0.2480577516083098,-0.19244114307376062,1.0665410305042011,-0.42285490009737114,-0.2110617249906495,-0.2744170283101754,-0.14123197554527833,-0.6838536305099564
10,-0.20064315529631918,1.0425645899856986,0.40736516156709673,-0.27251828757628827,-0.1015482530033829,1.5539425472959252,-0.03545363550894297,-0.5540211045233806,-0.17258125041720485,-0.2744170283101754,-0.14123197554527833,-0.6838536305099564
11,-0.20713541751406828,-0.20755779005011832,-0.3329492460873714,-0.34462132489671465,-0.4388365133502025,-0.24434136546632718,0.5189436767099213,0.21406817027100378,-0.23432638185162116,-0.2744170283101754,-0.13348818576342233,-0.4070164981589379
12,-0.1905355799859053,0.797747144578226,-0.35150379608102195,-0.15769190166204333,2.3440862016847483,0.02972689840064477,0.16787114382497315,0.9870933636033413,-0.22457206410218206,-0.2744170283101754,-0.14123197554527833,-0.6838536305099564
13,-0.20705483857749205,-0.2084910097038291,0.9654100153517965,0.486352982885734,-0.5685906478449892,8.07241473467065,-0.58923293755307,0.0874845086187464,-0.21966932389974048,-0.2744170283101754,-0.14123197554527833,-0.5454350643344472
14,-0.20696103402833826,-0.20341166088302373,-0.3739577729045187,-0.2311025726265635,0.04821870811016662,-0.20794615453354742,1.6229814266930536,-0.6750733292304671,-0.030300573009347284,-0.2744170283101754,-0.14123197554527833,-0.06097008272016482
15,-0.2071320660645595,-0.13731894254748186,-0.28875206051032243,-0.25230751097775295,-0.023545165823004727,-0.25701607854072456,-0.5251482226329229,-0.45721095489652847,-0.10020791441819828,-0.2744170283101754,-0.14123197554527833,-0.4070164981589379
16,-0.20708929003695845,-0.2111926643388632,-0.204735830653898,0.1804817999376199,0.0038602079114928353,-0.2540716972392377,-0.6290377073435011,-0.5529659637843192,-0.18795286167879127,-0.2744170283101754,-0.04830649816300642,1.1155877297716639
17,-0.2070926775235587,0.45239843247403744,-0.2699263854533998,-0.14894564194056198,-0.2854022728175294,-0.2572598753655136,1.776468536054383,0.09243859460026377,-0.21157471361245583,-0.2744170283101754,-0.14123197554527833,-0.5454350643344472
18,-0.2045445308212478,-0.20066944215309238,0.06394649436744632,-0.17255001908735887,-0.4685955530097014,-0.22668514837154013,-0.06581169863391352,0.6008199066556617,-0.14946408700733363,-0.2744170283101754,-0.14123197554527833,-0.4070164981589379
19,-0.20713765181374078,-0.2094083964732986,-0.3339047748911766,-0.3462660674509923,-0.15121401151431152,-0.24357960731729347,-0.6613140024633752,-0.875412924440118,-0.17504680517310678,-0.2744170283101754,-0.14123197554527833,-0.4070164981589379
20,-0.20698838618078072,-0.2098427575378718,-0.2643886886945836,0.43176638342009466,-0.39700071616978255,-0.2314485183908028,-0.6583725240196538,0.5513650873735397,-0.20839241346968068,-0.2744170283101754,-0.14123197554527833,0.3542856158063629
24,-0.17103461244426688,-0.1551526615089448,-0.36567391059024756,-0.3528543236397525,-0.5774115771979826,-0.26056069773443913,-0.20876209671453702,0.6996710356588118,0.3158169263937198,-0.2744170283101754,-0.14123197554527833,-0.6838536305099564
25,-0.02608593474823779,-0.20765432154977553,-0.3093740727144433,-0.177945168615702,-0.3369057286868835,-0.22671139444119445,-0.529926118808011,-0.4257189006422635,0.119739192091247,-0.2744170283101754,-0.14123197554527833,-0.6838536305099564
27,-0.14833056009954115,-0.20190753688010066,-0.2724054637257628,-0.10142285296936789,0.6675044010836457,-0.1959908170660753,2.1530435407465838,-0.07604774599889083,-0.23841400277048372,0.4188470432102678,-0.11025681641785436,2.5343780330706336
28,-0.19476799223327984,-0.21053222441558866,0.1451958947345527,-0.29957001134968153,-0.5889194320516535,-0.25922424786764126,0.3450789921431986,-0.3708994491278275,0.050595700899018034,-0.2744170283101754,-0.14123197554527833,-0.5108304227905699
29,-0.2070913441511735,-0.21119751239256498,-0.2951931512053238,-0.26909626632691774,-0.7634231382510948,-0.26092355450779336,0.10584101800562422,-0.4868859949808546,-0.22628618331797706,-0.2744170283101754,-0.14123197554527833,-0.6492489889660791
30,-0.20586590285498654,-0.21058856002695886,-0.32354620611375895,-0.3421537889756777,-0.6026523890792446,-0.2416957227621057,0.3644216737303121,2.581823275395,-0.09833375228687126,-0.2744170283101754,-0.14123197554527833,0.6311227481573815
32,-0.207120822492014,-0.20871236324436535,-0.2858735982748477,-0.09912274593110174,-0.6893198725328361,-0.2566252259597391,-0.6211595335117851,-0.4109853337528378,-0.13178987958083316,-0.2744170283101754,-0.08702544707228638,-0.3724118566150606
34,-0.20713707522027688,-0.2112626235948131,-0.19461216567637182,-0.3542536914280199,-0.12491166944619263,-0.1610662025783266,-0.6582968174181519,-0.2245729427504989,-0.12686712691984922,-0.2744170283101754,-0.14123197554527833,0.7349366727890133
35,5.4968415507379005,-0.211070910686403,0.05201307256153498,-0.34050313716671404,0.21572946325613807,-0.053378423254392744,-0.571195733216246,-0.2872978903781741,-0.2256584972733728,-0.10110101043006461,-0.14123197554527833,-0.33780721507118333
36,-0.20713765181374078,-0.20189968180574838,-0.001524923671056133,-0.347785308691462,0.318920215269562,-0.1306168345896354,2.9848270000954855,-0.2565021848422174,0.13925075035968196,-0.2744170283101754,-0.0792816572904304,0.38889025735024024
37,-0.20646181219989898,-0.15075652005348184,-0.39747309212418835,-0.33570735489938225,-0.6687094685293922,-0.22401567034776593,-0.5404260420778558,-0.7864470232578553,-0.22513530733452153,-0.2744170283101754,-0.14123197554527833,-0.6838536305099564
38,0.03199922591210171,-0.2110070268395224,-0.32089575970022133,-0.35339628671238527,-0.16931505166661479,-0.24309477436541244,1.6674797216993005,-0.832888854967528,2.221093507448108,-0.2744170283101754,-0.14123197554527833,-0.4070164981589379
39,-0.2068417152184081,-0.20874353807070092,-0.39117451131789766,-0.3030277695202485,-0.49983479435984385,-0.21223153502057227,-0.5168626819473466,1.6688607498051178,-0.23640486118198353,-0.2744170283101754,-0.11025681641785436,-0.6838536305099564
41,-0.1939923659130966,0.0742405476268555,-0.16745464997597875,-0.05272243395717259,-0.5107424465849193,-0.25795409362863686,-0.5457804731413048,0.017149400756322965,-0.07277016691113315,-0.2744170283101754,-0.0792816572904304,0.07744848345534443
42,0.1378868316577155,-0.2105732180848646,0.713125471916707,-0.33018360873334796,1.2819719496300366,-0.257827840312833,-0.6526259242381057,-0.19747038469420314,-0.2310376134430524,-0.2744170283101754,-0.14123197554527833,-0.6838536305099564
44,-0.200136617938307,-0.21119438263637774,-0.3676945820539245,-0.07061621993262457,-0.6776624087218004,-0.26056917424286086,0.30580075963563363,5.750417120507577,-0.22327827036268452,0.5055050521503232,-0.14123197554527833,0.7003320312451361
46,-0.20625308536597708,-0.211220463937938,-0.08499225293946322,0.4339969863675299,-0.33866950662984735,-0.12508564066301892,-0.47625127465235745,-0.5544077672812628,-0.22683516031347545,-0.2744170283101754,-0.14123197554527833,0.07744848345534443
47,-0.20703411724988413,-0.20990265247980786,-0.22308314751771507,-0.2042607680910644,-0.05281884479776208,-0.2528496024700003,-0.6380286119747783,-0.6866935579048297,-0.22451154432769607,-0.2744170283101754,0.16851961572896135,0.07744848345534443
48,-0.20713765181374078,-0.20805100280456518,0.5597703431586533,-0.34343778560102745,-0.5146140458431342,0.4425432014325959,-0.5597035279237135,0.01251952069975254,8.665406416177317,-0.2744170283101754,-0.14123197554527833,0.2850763327186083
49,-0.18630370829490314,-0.02545691520092063,-0.2897653058190554,-0.3230131502614739,-0.4666165250296002,-0.2589223986250835,-0.4963757369799337,0.29143792613368363,-0.2190283789806181,4.925063508093149,-0.14123197554527833,-0.4070164981589379
