ID,DUR_Aulaweb,DUR_Blank,DUR_Deeds,DUR_Diagram,DUR_Other,DUR_Properties,DUR_Study,DUR_TextEditor,KS_Aulaweb,KS_Blank,KS_Deeds,KS_Diagram
1,-0.18007715641271252,-0.22350055674166275,-0.7318897956441159,1.8699306583571216,-0.32130905760776846,-0.18741508164047946,-0.021704481388770683,-0.7488154048333469,-0.2254008057446811,-0.40987200868800394,-0.3590298556750314,-0.36564890817227297
2,-0.17906395370662329,-0.2220486421407139,0.070616577647164,-0.17642274318381923,-0.28661767924251025,7.977764532404725,-0.5687095107227472,0.2774393221236337,-0.2254008057446811,-0.40987200868800394,-0.16311264489894473,-0.36564890817227297
3,-0.17958703920239769,-0.00227454713254032,-0.5223716147682834,-0.20783768301333191,0.010716639079410662,-0.2829030902247995,0.08932663223295742,0.6204933375567019,-0.2254008057446811,-0.40987200868800394,-0.26884574277810264,-0.36564890817227297
4,-0.17702907315679453,-0.16190980249537906,-0.10413899095035634,-0.3455232440284335,-0.00976607188500108,-0.25265585927029577,-0.6477692760198378,-0.4004577999517317,0.4396154672836708,-0.40987200868800394,-0.03872076504111194,1.1719516287572853
5,-0.17942414705675958,-0.22394100537304043,-0.4241556275741396,-0.3213018670838544,-0.32041131837657855,-0.01865406882189739,-0.35456467915927176,-0.04625456660082612,-0.2254008057446811,0.6085978310821877,3.083515419390491,-0.36564890817227297
6,-0.17931719081961323,-0.2209328624883305,-0.5240142141653812,-0.4110758078715854,0.2534553421716293,-0.27933633225709104,0.412832716588097,-0.5621760211335136,-0.2254008057446811,6.945743500763379,-0.6358017883587094,-0.36564890817227297
7,-0.1801211423771174,-0.22193997224315667,-0.9194860833319498,-0.4121688236555412,-0.3227438340122323,-0.28422307151993564,-0.651813180723358,-1.2336320252833524,-0.019016445149675345,-0.40987200868800394,-0.13512447193093235,-0.36564890817227297
8,-0.17852357893004236,-0.22125804803226665,0.04100500313562132,-0.2917349885654207,-0.32258885625556694,0.6956524048056307,-0.25539268857975517,0.6995542186224654,-0.2254008057446811,-0.40987200868800394,-0.49275112652220165,-0.36564890817227297
10,-0.17391242603728588,-0.14414433461661044,-0.7163153367139421,-0.4081510248324788,-0.2964528341911241,0.17889377011401644,-0.39110908067244377,-0.44895805407580275,-0.2254008057446811,0.2691078844921238,-0.7912916381810003,-0.36564890817227297
11,-0.17805388680146464,0.33666262486925597,-0.7898111304235157,-0.1276362372760474,-0.32129180743344,-0.2704896491088379,-0.10182900648982976,0.15016370686821467,0.8065209972303478,0.6085978310821877,-0.8721463600885917,-0.36564890817227297
12,-0.05423704131092246,-0.21357321427998532,-0.19375079815377258,-0.16697324197489508,0.03562999799409535,0.4840060422493261,2.0350884764288466,0.4199064855880393,-0.2254008057446811,-0.18354537762796136,-0.8099504201596753,-0.36564890817227297
14,-0.17862002599650237,-0.21023046700864736,-0.16817639476915,-0.2282967098826257,0.0033795649316984513,-0.25577326190348976,-0.08487603724987802,-0.3009213525452859,-0.2254008057446811,-0.29670869315798265,0.08878091181316668,-0.36564890817227297
15,-0.1793360903765733,-0.22360910890368635,0.3559141610985251,-0.3997185880822969,3.602610184415693,0.176422315774187,-0.5301923687113559,-0.3227183433802002,-0.2254008057446811,0.49543451555216633,-0.20664980284918621,-0.36564890817227297
16,-0.17871833759324546,-0.2064634008740415,-0.5580531523700158,-0.13637037686825412,-0.08927331188487886,-0.2283906712065156,-0.011249097272119627,-0.16424271177145275,-0.2254008057446811,0.9480877776722516,1.0776963566829374,-0.1290949794138794
17,-0.17340374827551694,0.583799164310459,-0.5816078955311027,-0.3700634062930266,-0.31692486647618967,-0.26799011006060125,1.5577256796492311,1.0885674781284935,-0.2254008057446811,-0.40987200868800394,-0.7042173222805174,-0.36564890817227297
18,-0.1801147860238797,-0.2251740496169374,-0.511815777965582,-0.4120487206949094,-0.31849454106931746,-0.28141460067922036,0.1939582742730766,-0.541296463213471,-0.2254008057446811,-0.40987200868800394,-0.48031193853641835,-0.36564890817227297
19,-0.18017106093787746,-0.2247188840438537,-0.8115632677456369,0.06156744928097768,0.21484698771387944,0.04296378142339618,-0.6602547432523976,0.9444407037277226,-0.2254008057446811,-0.40987200868800394,-0.6731193523160592,-0.36564890817227297
20,-0.1735171456172775,-0.22197929591139515,-0.5952458372178927,-0.37414454168832595,-0.3076663602122706,-0.273635136450439,-0.37247941430403925,-0.5558120775377448,-0.2254008057446811,-0.40987200868800394,0.549030867287148,-0.36564890817227297
21,-0.1799419779671908,-0.1918904497256758,-0.466098094350863,-0.3617862886888697,-0.32223463442186945,-0.2292893818755445,0.04860747420117799,-0.21726712955429667,-0.2254008057446811,-0.40987200868800394,0.11676908478117906,-0.36564890817227297
22,-0.17543498451615608,-0.22471217311843575,-0.3164711507058085,-0.24102131633311213,-0.2512508059555322,-0.2842511562283428,0.10048067971504245,0.1576679249279693,-0.2254008057446811,-0.40987200868800394,-0.6606801643302759,-0.3065104259826746
24,0.271425292734497,-0.19947768072056282,0.09744522724955063,0.4961790658604225,0.6240244998036083,-0.1959809177046611,-0.5179871897127387,0.10410034374797325,6.057856394592161,1.4007410397923368,-0.6326919913622635,0.8171207356196949
27,-0.18017106093787746,-0.2243447205179199,1.5876919856532368,-0.3226879130671636,-0.27300354959603257,-0.24819039063355844,-0.5718028661147341,-0.22927150068497285,-0.2254008057446811,-0.40987200868800394,2.862719832642838,0.16659743153411258
28,0.28153409791822775,-0.2250571382320248,-0.26355261124185714,-0.09003638918502563,-0.29295579488215273,-0.28506561277215026,-0.5830107367868195,0.7006287372246844,-0.2254008057446811,-0.40987200868800394,-0.6109234123871428,-0.36564890817227297
29,-0.18017106093787746,-0.22484686256892922,-0.22921137351611412,-0.15836025657273492,-0.1459763690470919,-0.2841949868115285,-0.6272686097309954,-0.5938549322452064,-0.2254008057446811,-0.40987200868800394,-0.7353152922449756,-0.36564890817227297
30,8.778721090051567,-0.22458148667608632,-0.5325815390425406,-0.39099758885777414,-0.20649207981895296,-0.2749551177455752,-0.6602547432523976,1.1407462080664335,0.003915150471991962,-0.40987200868800394,0.30335690456792824,-0.36564890817227297
