ID,DUR_Aulaweb,DUR_Blank,DUR_Deeds,DUR_Diagram,DUR_Other,DUR_Properties,DUR_Study,DUR_TextEditor,KS_Aulaweb,KS_Blank,KS_Deeds,KS_Diagram
1,0.10537121920649199,0.10512028664569548,0.10544559871719125,0.105440201830286,0.10260996037467647,0.10532352227317177,0.10539624405708237,0.10540696734018738,-0.23074941495781717,-0.38038874341373324,-0.08853150529121528,-0.38202744996929455
2,0.10536512762197685,0.10512350323192739,0.10540947612741243,0.1053623029917301,0.10263694504662267,0.1052337604628772,0.10539400487768798,0.10540712134338193,-0.23074941495781717,0.6529060521280495,-0.6975010045124495,-0.47279637411343506
3,0.10536536009420529,0.10518760763880226,0.1054091796381073,0.10535003453775764,0.1026869228749618,0.10523400166200916,0.10541384380547016,0.10540687910113546,-0.23074941495781717,0.13625865435715814,-0.3281260623618648,-0.47279637411343506
4,0.1054339737140895,0.10529312248274887,0.10540709744967544,0.10536944474592798,0.10262789514393311,0.10524107460322142,0.10538923490718466,0.10540720963664363,1.5534110941604686,0.5237442026853266,-0.26822742309420244,1.977964577778358
5,0.10536510873995306,0.10514833191493006,0.10540556871772724,0.10537777231334382,0.10261034145021242,0.10529347288131485,0.10539046842917832,0.10540721904360355,-0.23074941495781717,-0.38038874341373324,-0.018649759478942506,-0.38202744996929455
6,0.10595157059280136,0.1071368024248227,0.10540584887039225,0.10535830932282529,0.10262907881338564,0.10524773437925393,0.10542244338888429,0.10540720645725651,-0.23074941495781717,4.656923384852457,-0.7374334306908911,-0.47279637411343506
7,0.1055611498292563,0.10512054634627005,0.10541292740921386,0.1053552861215541,0.103127047529329,0.10523372472967248,0.10539202621337042,0.10540657608048046,-0.23074941495781717,0.13625865435715814,-0.5377712997986831,-0.2912585258251541
8,0.10537037398213654,0.10512015424306839,0.10540861961659068,0.10538073277011496,0.10260982585391294,0.10523386542916612,0.10538576975006796,0.10542755284059119,-0.23074941495781717,-0.38038874341373324,-0.7573996437801118,-0.47279637411343506
9,0.10536545491038929,0.10550230555279737,0.10540973155486622,0.10540359259323619,0.10272214036421684,0.10523494859193465,0.10538475190541055,0.10540887058486095,-0.23074941495781717,-0.38038874341373324,-0.20832878382654005,-0.38202744996929455
10,0.10536514386457796,0.1054327704049148,0.10540640125740193,0.10536900533454507,0.10264697383938548,0.10526722684243692,0.10539141323378595,0.10540873240214076,-0.23074941495781717,-0.38038874341373324,-0.7274503241462806,-0.47279637411343506
11,0.10588885567654407,0.10512038586790518,0.10540532596524013,0.10537249502197196,0.10261232734713069,0.10523372472967248,0.1053980692663287,0.10540556969118495,-0.23074941495781717,0.9112297510134952,-0.6376023652447871,-0.47279637411343506
12,0.10536615679378991,0.10543176015691803,0.10540843671824628,0.10535916702732163,0.10261062478332135,0.10523382746263608,0.1054171077360206,0.10541608313966544,-0.23074941495781717,-0.38038874341373324,-0.7773658568693327,-0.47279637411343506
13,0.10536512802804188,0.10512267691191741,0.10540653798636217,0.1054082402275729,0.10260974053750001,0.1052823777212446,0.10543182286047949,0.10541501061124105,-0.23074941495781717,-0.38038874341373324,-0.7573996437801118,-0.33664298789722436
14,0.10536510873995306,0.10512017944742391,0.10540718618201786,0.10537837452515697,0.10261580346626674,0.10523449299357428,0.10538880302605978,0.10541219792985491,-0.23074941495781717,-0.38038874341373324,-0.058582185657384094,-0.47279637411343506
15,0.10541810672312664,0.10526083905327775,0.10540702511291616,0.10534925220235024,0.10266142952458582,0.10523404632851509,0.10539008808240746,0.10540657998201916,-0.23074941495781717,1.1695534498989408,-0.4579064474418,-0.47279637411343506
16,0.10536583843880808,0.10512170494901764,0.10540597057350166,0.10535741299300341,0.10263716868156215,0.10523990210744105,0.10539628809702728,0.10540640741428564,-0.23074941495781717,-0.38038874341373324,0.4605393546623565,-0.47279637411343506
17,0.10536896331222982,0.1054248016810193,0.10540712850747348,0.10561912326891097,0.10264998896339378,0.10524179596729201,0.10540554500030375,0.10541101062168345,-0.23074941495781717,-0.12206504452828755,-0.557737512887904,-0.2004896016810136
18,0.1053659596492189,0.10590934919450275,0.10540753847816817,0.10535406900404623,0.102610097660478,0.10524192550015918,0.10538590952201561,0.1054084269150473,-0.23074941495781717,4.656923384852457,-0.4279571278079688,-0.47279637411343506
19,0.10536510873995306,0.10512213597540122,0.10540894858128273,0.10539278297354175,0.102644306876967,0.10543982045463274,0.10538475190541055,0.10540878527366705,-0.23074941495781717,-0.38038874341373324,-0.3381091689064752,-0.38202744996929455
20,0.10536511828248121,0.10512141605605661,0.10541095872822474,0.10537650674694386,0.10261141458477305,0.1054472216946635,0.10538834814337227,0.10540564422532268,-0.23074941495781717,-0.2512268939710104,1.6884614596494354,0.16258609489554832
22,0.10541595579667416,0.10515996532021347,0.10540812064396778,0.10542526242692439,0.10261197602073835,0.10523383639593727,0.10539007969511655,0.10541022534563385,-0.0935062988717952,-0.2512268939710104,-0.26822742309420244,-0.47279637411343506
23,0.10542151381174274,0.10513817455965677,0.10540957816332389,0.10540130238567111,0.10280292124870126,0.10525047243606675,0.10538583721134591,0.10540791306583253,-0.23074941495781717,-0.2512268939710104,0.8698467229913828,-0.38202744996929455
24,0.10536538263081432,0.10512901373355381,0.10541567542909006,0.10535800073597697,0.10277129611011866,0.1052836462500127,0.10540438972374475,0.10541145889991106,-0.23074941495781717,-0.38038874341373324,-0.29817674272803363,-0.47279637411343506
27,0.10537264855538998,0.10515798709734787,0.10540715665008647,0.10541287542121276,0.10261465587556284,0.10524799344498825,0.10543484775497833,0.10540697352458332,-0.23074941495781717,-0.2512268939710104,3.8847448994637226,2.7948848950756227
28,-9.486832832608103,-9.486815910738704,-9.48683298034462,-9.486832937603097,-9.48383173718703,-9.486825206244843,-9.486832967886588,-9.48683298041521,-0.23074941495781717,-0.38038874341373324,-0.36805848854030637,-0.47279637411343506
29,0.10536669706330945,0.10512186909637097,0.10540525219684913,0.1053761706562413,0.1026104914951651,0.1052366235859066,0.10539039518967963,0.10540569696800796,0.3868446074292817,-0.12206504452828755,-0.7773658568693327,-0.47279637411343506
30,0.10685022762403652,0.1051203289188234,0.10540832039428799,0.10536027663993877,0.10271439136192752,0.10523599378817315,0.10538995767528235,0.10540601054601573,0.04373681721422678,-0.38038874341373324,2.9762822039041765,-0.47279637411343506
31,0.10536737153732069,0.10512772671621008,0.1054052182665489,0.10536707727172122,0.10260989634572464,0.10529874352901328,0.1054044607182835,0.10540597193754678,7.592108201945436,-0.38038874341373324,-0.7773658568693327,0.0264327086793376
32,0.10536531847253994,0.105123657488964,0.10540596598703253,0.10567042887332669,0.10261880050093017,0.10523379619608195,0.10538700435047729,0.10541143249426298,-0.23074941495781717,-0.38038874341373324,-0.49783887362024154,-0.47279637411343506
34,0.10536543663746303,0.1051203613016346,0.1054065814876046,0.1053714889006017,0.10260991906567529,0.10523749458277203,0.10539440118269158,0.10542507941102901,-0.23074941495781717,-0.38038874341373324,-0.24826121000498164,-0.24587406375308385
35,0.10536534628799434,0.10513129712054665,0.10541990348677344,0.10536412185199315,0.10261087490266078,0.10523424509446642,0.10540578954091362,0.10541764114445716,-0.23074941495781717,0.6529060521280495,-0.7374334306908911,-0.47279637411343506
36,0.10536510873995306,0.10512013222913763,0.1054102236645999,0.10536886524078519,0.10261366139467301,0.10523407312841863,0.10539535970289121,0.10541118958614336,-0.23074941495781717,-0.38038874341373324,1.5287317549356692,0.16258609489554832
37,0.10536601406193262,0.1057538033858127,0.10541271261327195,0.1053526376203204,0.10266490754260338,0.11743601338220361,0.10539088777748969,0.10540809219019004,0.04373681721422678,0.3945823532426038,-0.7174672176016703,-0.47279637411343506
38,0.10541710110308519,0.10514021260298641,0.10540796858797451,0.10535690877433139,0.10266153449608803,0.10523372472967248,0.10540136345281644,0.10540670432729767,-0.23074941495781717,-0.38038874341373324,-0.5377712997986831,-0.47279637411343506
39,0.10536549490779452,0.10512321768891236,0.1054081140552837,0.10548169864348465,0.1026243921739463,0.10524010310671769,0.10539203316393335,0.10540762042409424,-0.23074941495781717,0.26542050379988097,-0.7374334306908911,-0.018951753392732643
40,0.10553056318406674,0.10512062594736753,0.1054158041131595,0.10535890015731735,0.10263052026433103,0.10523593125506486,0.10541513768859213,0.10540646687521639,-0.23074941495781717,-0.38038874341373324,0.20097858450248623,-0.47279637411343506
41,0.10537626578265799,0.10545943358214813,0.10540673095915891,0.10536611758709091,0.10278848002165134,0.10523372472967248,0.10539203051195847,0.10540634579785348,-0.23074941495781717,-0.38038874341373324,-0.46788955398641036,-0.47279637411343506
42,0.10536998882945764,0.10512087830996518,0.10540923613083487,0.10563862437572051,0.10261037039982696,0.10523610768776324,0.10545085131018234,0.10540966783243819,-0.23074941495781717,-0.38038874341373324,-0.7773658568693327,0.07181717075140784
44,0.10536608329601987,0.10512013206961639,0.10540639822266787,0.1054854079086781,0.10261176777673318,0.10524386625984135,0.10543641645667962,0.10540537044845186,-0.23074941495781717,0.13625865435715814,1.6585121400156042,0.3441239431838293
45,0.10538249319592495,0.10512489425711795,0.10541155664733183,0.10542849767438343,0.1026416933830541,0.10524397345945556,0.10539174803314914,0.10540758464575191,-0.23074941495781717,-0.38038874341373324,0.750049444456058,-0.47279637411343506
47,0.10543070286029024,0.10512034822089314,0.1054080647975809,0.1054732311821916,0.3439589718106468,0.1052863999401026,0.10577389631941303,0.10541070594956654,-0.23074941495781717,-0.38038874341373324,1.0096102146159283,6.380257398769171
48,0.10536510873995306,0.10552639310013086,0.10541097203678268,0.10538253064269854,0.10263676771774097,0.10523501782501882,0.10545483396767066,0.10540734335026687,-0.23074941495781717,-0.38038874341373324,1.0395595342497597,-0.47279637411343506
49,0.10565408369882041,0.1051376111306461,0.10540547473576052,0.10538043453985362,0.10262203696123193,0.10523372472967248,0.10539154890659447,0.10540625731605105,-0.23074941495781717,1.1695534498989408,1.6385459269263836,0.48027732940004003
50,0.10549097894999032,0.10512634590037873,0.10543503232288604,0.10541845866631201,0.10261720354158353,0.10523803504749364,0.10542078234581191,0.10542429592986913,-0.23074941495781717,-0.38038874341373324,-0.7773658568693327,0.843353025976602
51,0.1053664922035029,0.10512327288326051,0.10540643664187635,0.10535576030718993,0.10262426728084513,0.10523382969596139,0.10539168547576352,0.10540611094532164,-0.23074941495781717,-0.38038874341373324,-0.19834567728192964,0.5256617914721102
52,0.10536510873995306,0.10512040293667758,0.105405026352694,0.105353930570645,0.10260994135254771,0.10523372472967248,0.10538502019435692,0.10540531501697259,-0.23074941495781717,0.26542050379988097,0.3107927564932006,0.4348928673279698
53,0.1053667679216568,0.1051429873153906,0.10540605086350364,0.10535380753087381,0.10261027062526361,0.10523647841976237,0.10539724317325429,0.10540577257050782,-0.0935062988717952,0.9112297510134952,0.18101237141326543,-0.38202744996929455
54,0.10538485446406183,0.10512259667273498,0.10540593753399863,0.10536595389118635,0.10261044022536445,0.10523400612865977,0.10539445524494472,0.10541792872689094,-0.23074941495781717,-0.38038874341373324,-0.7174672176016703,-0.47279637411343506
55,0.10536548211674615,0.10526939992000665,0.10540546080709984,0.10536244266706894,0.10260972881107386,0.10523375822955192,0.10538889983995695,0.10541226886089942,-0.23074941495781717,0.13625865435715814,0.44057314157313576,-0.47279637411343506
56,0.10536536212453042,0.10519688491540856,0.10540569016436983,0.10551982340153533,0.10261086197694107,0.10523455552668257,0.10567464744663013,0.10540687438204764,-0.23074941495781717,-0.38038874341373324,-0.557737512887904,-0.38202744996929455
59,0.10536558647545831,0.1051262844847023,0.10540786362856315,0.10607787438936159,0.10261153204891674,0.1052392700763823,0.10542652385519521,0.10540680510800804,-0.23074941495781717,-0.38038874341373324,-0.6775347914232287,0.9795064121928128
60,0.10536840456675152,0.10512444967142917,0.1054059812957729,0.10544876859062026,0.10268676983177515,0.10523588212190835,0.10539140533352148,0.10541543534054816,-0.23074941495781717,-0.38038874341373324,-0.7773658568693327,-0.2004896016810136
61,0.10536581285671133,0.10520087406299343,0.10541502315546426,0.1053795412722341,0.1026110958391897,0.10524178703399083,0.10541439735623404,0.10541078694739722,-0.23074941495781717,-0.38038874341373324,-0.3480922754510856,-0.47279637411343506
63,0.10536522974733135,0.1051203569945612,0.1054093646131307,0.10537901945322746,0.10262255408996208,0.10523379396275664,0.10539739838046107,0.10540822155180836,-0.23074941495781717,-0.38038874341373324,-0.39800780817413756,2.704115970931482
64,0.10536974803289613,0.10521546658723151,0.10540868824271128,0.10540628054331198,0.10262215789000152,0.106106023623738,0.1054048192462702,0.10541953251217849,-0.23074941495781717,-0.38038874341373324,-0.7773658568693327,-0.018951753392732643
65,0.10536510873995306,0.10539781004955806,0.10541406108637745,0.10554212122123961,0.10277286918353477,0.10524683211583437,0.10539747658067183,0.10540875480976523,-0.23074941495781717,-0.38038874341373324,0.9297453622590451,-0.47279637411343506
66,0.10536849511925273,0.1051249711463544,0.10540569339089968,0.10535691114627231,0.10268071826298374,0.10523407089509335,0.10542192778675616,0.10540836009508718,2.651356022848644,-0.38038874341373324,-0.557737512887904,1.8871956536342176
67,0.10537840452715962,0.10512248468882629,0.10540700482783277,0.10540307427084357,0.10341476009198027,0.10524834631038502,0.10541608500022631,0.1054056914079261,4.023787183708864,-0.38038874341373324,0.07119819942255107,-0.47279637411343506
68,0.10537623248532571,0.10512290853675418,0.10540608971877961,0.10541972619156205,0.10261730394910738,0.10523382746263608,0.10541383505174984,0.10541039420615107,-0.23074941495781717,-0.38038874341373324,-0.7374334306908911,-0.2912585258251541
69,0.10537223985093946,0.10512074814063542,0.10541701168898,0.10551013526748812,0.10267992782857153,0.1052381176805296,0.10540595851705338,0.10541454002094561,-0.23074941495781717,-0.38038874341373324,-0.7573996437801118,-0.47279637411343506
70,0.10536510873995306,0.10512061031428627,0.10540724325050234,0.10535303153041423,0.1026425740309947,0.10526025216753769,0.10539500381760271,0.10540833834739505,-0.23074941495781717,-0.38038874341373324,-0.4279571278079688,2.0687335019224986
